ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Tiered pricing type","Tiered pricing minimum product quantity","Fixed Tiered Prices","Percentage Tiered Prices",Brand,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 visible","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 visible","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 visible","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 visible","Attribute 10 global","Attribute 11 name","Attribute 11 value(s)","Attribute 11 visible","Attribute 11 global","Attribute 12 name","Attribute 12 value(s)","Attribute 12 visible","Attribute 12 global","Attribute 13 name","Attribute 13 value(s)","Attribute 13 visible","Attribute 13 global","Attribute 14 name","Attribute 14 value(s)","Attribute 14 visible","Attribute 14 global","Attribute 15 name","Attribute 15 value(s)","Attribute 15 visible","Attribute 15 global","Attribute 16 name","Attribute 16 value(s)","Attribute 16 visible","Attribute 16 global"
,simple,"AXPG-6-G1  2-OZ/KIT","AXPG-6-G1  2-OZ/KIT",1,0,visible,"TOUCH UP KIT H/S TOP COAT H/G GRAY BAC 707 (5 min.)\n\n\n<strong><i>QPL:</i></strong> BAMS 565-009 TYPE I, CLASS A, GRADE B; BMS 10-60, TYPE II, CLASS B, GRADE D; BMS 10-72R, TYPE VI; CMS 565-09, TYPE II CLASS A GRADE B; DMS 2112, COMP C; MIL-C-83286; MIL-C-85285\n\n\n<strong><i>Meets the requirements of:</i></strong> AIMS 04-04-013; BMS 10-60, TYPE I &amp; II, CLASS B, GRADE D; BMS 10-72; DMS 2143, COMP C; MIL-PRF-85285, TYPE I, CLASS H\n\n\n<strong><i>Color specs:</i></strong> BAC  707  GRAY","This High Solids Polyurethane topcoat series, with low VOC, is designed for use on aircraft and other equipment requiring chemical resistance and color retention. When fully cured these coatings exhibit skydrol and mar resistance and meet the most demanding aerospace specifications for chemical resistance, hardness, flexibility, color and gloss retention.\n\n\n<strong><i>QPL:</i></strong> BAMS 565-009 TYPE I, CLASS A, GRADE B; BMS 10-60, TYPE II, CLASS B, GRADE D; BMS 10-72R, TYPE VI; CMS 565-09, TYPE II CLASS A GRADE B; DMS 2112, COMP C; MIL-C-83286; MIL-C-85285\n\n\n<strong><i>Meets the requirements of:</i></strong> AIMS 04-04-013; BMS 10-60, TYPE I &amp;amp; II, CLASS B, GRADE D; BMS 10-72; DMS 2143, COMP C; MIL-PRF-85285, TYPE I, CLASS H\n\n\n<strong><i>Color specs:</i></strong> BAC  707  GRAY<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 3 business days before it can be shiped.</p><hr />",,,taxable,,1,111,,0,0,0.50,8.00,8.00,8.00,0,,,25.43,"PAINTS > COM-TOUCH UP KITS",,,https://jdlindustries.com/wp-content/uploads/hentzen-2oz-1024.jpg,,,,,,,,,0,fixed,1,"5:25.43,25:20.34,50:16.27,100:13.00",,,Color,GRAY,1,1,Weight,0.50,1,1,Manufacturer,HENTZEN,1,1,"Unit of Measure",EA,1,1,UPC,,1,1,Barcode1,PG6G1,1,1,Barcode2,,1,1,"Vendor SKU",PG-6-G1,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,No,1,1,Special packaging,No,1,1,Ship frozen,No,1,1,Family,TOPCOAT,1,1,Lead time,3 business days,1,1,,,,
,simple,"AXPG-6-G1  G2","AXPG-6-G1  G2",1,0,visible,"H/SOLIDS TOPCOAT - GLOSS GRAY BAC-707 2GL KIT\n\n\n<strong><i>QPL:</i></strong> BAMS 565-009 TYPE I, CLASS A, GRADE B; BMS 10-60, TYPE II, CLASS B, GRADE D; BMS 10-72R, TYPE VI; CMS 565-09, TYPE II CLASS A GRADE B; DMS 2112, COMP C; MIL-C-83286; MIL-C-85285\n\n\n<strong><i>Meets the requirements of:</i></strong> AIMS 04-04-013; BMS 10-60, TYPE I &amp; II, CLASS B, GRADE D; BMS 10-72; DMS 2143, COMP C; MIL-PRF-85285, TYPE I, CLASS H\n\n\n<strong><i>Color specs:</i></strong> BAC 707 GRAY","This High Solids Polyurethane topcoat series, with low VOC, is designed for use on aircraft and other equipment requiring chemical resistance and color retention. When fully cured these coatings exhibit skydrol and mar resistance and meet the most demanding aerospace specifications for chemical resistance, hardness, flexibility, color and gloss retention.\n\n\n<strong><i>QPL:</i></strong> BAMS 565-009 TYPE I, CLASS A, GRADE B; BMS 10-60, TYPE II, CLASS B, GRADE D; BMS 10-72R, TYPE VI; CMS 565-09, TYPE II CLASS A GRADE B; DMS 2112, COMP C; MIL-C-83286; MIL-C-85285\n\n\n<strong><i>Meets the requirements of:</i></strong> AIMS 04-04-013; BMS 10-60, TYPE I &amp;amp; II, CLASS B, GRADE D; BMS 10-72; DMS 2143, COMP C; MIL-PRF-85285, TYPE I, CLASS H\n\n\n<strong><i>Color specs:</i></strong> BAC 707 GRAY<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 3 business days before it can be shiped.</p><hr />",,,taxable,,1,5,,0,0,23.00,8.00,14.00,9.00,0,,,463.40,"PAINTS > EXTERIOR",,,https://jdlindustries.com/wp-content/uploads/hentzen-pg-gal-1024.jpg,,,,,,,,,0,fixed,1,"1:308.75,9:249.25,49:211.25",,,Color,GRAY,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,"Unit of Measure",GALKIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,"Vendor SKU","PG-6-G1, PG6G1",1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,No,1,1,Special packaging,No,1,1,Ship frozen,No,1,1,Family,TOPCOAT,1,1,Lead time,3 business days,1,1,,,,
,simple,"AXPG-6-G1 Q2","AXPG-6-G1 Q2",1,0,visible,"H-SOLIDS TOPCOAT ""GLOSS GRAY BAC 707"" BMS 1060 TYII\n\n\n<strong><i>QPL:</i></strong> BAMS 565-009 TYPE I, CLASS A, GRADE B; BMS 10-60, TYPE II, CLASS B, GRADE D; BMS 10-72R, TYPE VI; CMS 565-09, TYPE II CLASS A GRADE B; DMS 2112, COMP C; MIL-C-83286; MIL-C-85285\n\n\n<strong><i>Meets the requirements of:</i></strong> AIMS 04-04-013; BMS 10-60, TYPE I &amp; II, CLASS B, GRADE D; BMS 10-72; DMS 2143, COMP C; MIL-PRF-85285, TYPE I, CLASS H\n\n\n<strong><i>Color specs:</i></strong> BAC 707 GRAY","This High Solids Polyurethane topcoat series, with low VOC, is designed for use on aircraft and other equipment requiring chemical resistance and color retention. When fully cured these coatings exhibit skydrol and mar resistance and meet the most demanding aerospace specifications for chemical resistance, hardness, flexibility, color and gloss retention.\n\n\n<strong><i>QPL:</i></strong> BAMS 565-009 TYPE I, CLASS A, GRADE B; BMS 10-60, TYPE II, CLASS B, GRADE D; BMS 10-72R, TYPE VI; CMS 565-09, TYPE II CLASS A GRADE B; DMS 2112, COMP C; MIL-C-83286; MIL-C-85285\n\n\n<strong><i>Meets the requirements of:</i></strong> AIMS 04-04-013; BMS 10-60, TYPE I &amp;amp; II, CLASS B, GRADE D; BMS 10-72; DMS 2143, COMP C; MIL-PRF-85285, TYPE I, CLASS H\n\n\n<strong><i>Color specs:</i></strong> BAC 707 GRAY<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 3 business days before it can be shiped.</p><hr />",,,taxable,,1,1,,0,0,6.00,8.00,14.00,9.00,0,,,215.00,"PAINTS > EXTERIOR",,,https://jdlindustries.com/wp-content/uploads/hentzen-qrt-1024.jpg,,,,,,,,,0,fixed,1,"1:131.50,9:100.25,33:86.00",,,Color,GRAY,1,1,Weight,6.00,1,1,Manufacturer,HENTZEN,1,1,"Unit of Measure",QRT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,"Vendor SKU",PG-6-G1,1,1,Aviation,Yes,1,1,Marine,Yes,1,1,Industrial,Yes,1,1,Hazardous,No,1,1,Special packaging,No,1,1,Ship frozen,No,1,1,Family,TOPCOAT,1,1,Lead time,3 business days,1,1,,,,
,simple,HZ08609TUZ-ULVOC-G1,HZ08609TUZ-ULVOC-G1,1,0,visible,"MIL-DLT-53039 TYPE 4 FCS 33446 TAN686A\n\n\n<strong><i>QPL:</i></strong> MIL-DTL-53039 TYPE IV\n\n\n<strong><i>Color specs:</i></strong> TAN FCS# 33446","MIL-DTL-539039E TYPE 1V 1,0 VOC VOHAPS FREE ZENTHANE SILICA FREE POLYMERIC BEAD FLATTENED SINGLE COMPONENT ALIPHATIC POLYURETHANE COATING CHEMICAL AGENT RESISTANT CARC\n\n\n<strong><i>QPL:</i></strong> MIL-DTL-53039 TYPE IV\n\n\n<strong><i>Color specs:</i></strong> TAN FCS# 33446<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 30 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,355.00,"PAINTS > MIL-CARC",,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:355.00,5:328.60,10:304.25",,,Color,,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,"Unit of Measure",GALKIT,1,1,UPC,,1,1,Barcode1,"NSN  8010-01-582-728",1,1,Barcode2,,1,1,"Vendor SKU",08609TUZ-UVLOC-G1,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,Yes,1,1,Ship frozen,No,1,1,Family,,1,1,Lead time,30 business days,1,1,,,,
,simple,HZ08610KUZ-UVLOC-G1,HZ08610KUZ-UVLOC-G1,1,0,visible,"MIL-DTL-53039 TTYPE 4   FCS 37030\n\n\n<strong><i>QPL:</i></strong> MIL-DTL-53039 TYPE IX","MIL-DTL-53039 TYPE 1V  \n1.0 VOC VOHAPS FREE ZENTHANE SILICA FREE POLYMERIC BEAD FLATTENED SINGLE COMPONENT ALIPHATIC COATING CHEMICAL AGENT RESISTANT CARC NSN NUMBER 8010-01-582-7301 \n\n\n<strong><i>QPL:</i></strong> MIL-DTL-53039 TYPE IX<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 45 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,345.95,"PAINTS > MIL-CARC",,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:349.95,5:321.25,10:296.50",,,Color,,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,"Unit of Measure",GAL,1,1,UPC,,1,1,Barcode1,"NSN 8010-582-7301",1,1,Barcode2,,1,1,"Vendor SKU",08610KUZ-UVLOC-G1,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,No,1,1,Ship frozen,No,1,1,Family,,1,1,Lead time,45 business days,1,1,,,,
,simple,HZ08625GUZ-B33-G1,HZ08625GUZ-B33-G1,1,0,visible,"MIL-DLT-53039E TYPE IX FS34031\n\n\n<strong><i>QPL:</i></strong> MIL-DTL-53039 TYPE IV / IX\n\n\n<strong><i>Color specs:</i></strong> GREEN FCS# 34031","MAXIMUM 3.5 VOC VOHAP FREE POLYMERIC BEAD FLATTENED \nNSN NUMBER 8010-01-590-7944\n\n\n<strong><i>QPL:</i></strong> MIL-DTL-53039 TYPE IV / IX\n\n\n<strong><i>Color specs:</i></strong> GREEN FCS# 34031<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 40 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,381.95,"PAINTS > MIL-CARC",,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:381.95,5:354.75,10:327.50",,,Color,,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,"Unit of Measure",GAL,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,"Vendor SKU","NSN   8010-01-590-7944",1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,No,1,1,Ship frozen,No,1,1,Family,"CARC COATINGS",1,1,Lead time,40 business days,1,1,,,,
,simple,HZ08628KUZ-B33-G1,HZ08628KUZ-B33-G1,1,0,visible,"MIL-DLT-53039E TYPE IX FS37038 BLACK\n\n\n<strong><i>QPL:</i></strong> MIL-DLT-53039 TYPE IV / IX\n\n\n<strong><i>Color specs:</i></strong> BLACK FCS# 37038","MAXIMUM 3.5 VOC VOHAP FREE POLYMERIC BEAD FLATTENED \n\n\n<strong><i>QPL:</i></strong> MIL-DLT-53039 TYPE IV / IX\n\n\n<strong><i>Color specs:</i></strong> BLACK FCS# 37038<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 3 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,391.50,"PAINTS > MIL-CARC",,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:391.50,5:363.75,10:335.75",,,Color,,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,"Unit of Measure",GALKIT,1,1,UPC,,1,1,Barcode1,"NSN 8010-01-576-2880",1,1,Barcode2,,1,1,"Vendor SKU",08628KUZ-B33-G1,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,No,1,1,Ship frozen,No,1,1,Family,,1,1,Lead time,3 business days,1,1,,,,
,simple,HZ08633TUA-B33-G1,HZ08633TUA-B33-G1,1,0,visible,"MIL-DTL-53039 TYPE 1X ISRAELI TAN\n\n\n<strong><i>QPL:</i></strong> MIL-DTL-53039 TYPE IV / IX\n\n\n<strong><i>Color specs:</i></strong> ISRAELI TAN","MAXIMUM 3.5 VOC VOHAP FREE POLYMERIC BEAD FLATTENED \n\n\n<strong><i>QPL:</i></strong> MIL-DTL-53039 TYPE IV / IX\n\n\n<strong><i>Color specs:</i></strong> ISRAELI TAN<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 45 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,362.85,"PAINTS > MIL-CARC",,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:362.85,5:336.95,10:311.05",,,Color,,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,"Unit of Measure",KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,"Vendor SKU",08633TUA-B33-01,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,No,1,1,Ship frozen,No,1,1,Family,"CARC COLORS",1,1,Lead time,45 business days,1,1,,,,
,simple,"HZ17084GEP-LVOC G2","HZ17084GEP-LVOC G2",1,0,visible,"17084GEP-LVOC Aeroprime Expoxy Primer MEP 10-059 TY II","Aeroprime High Performance Primer is a two part component corrosion and skydrol resistant epoxy primer that is qualified to the MEP 10-059 Type II and exceeds the performance requirements of the BMS10-11 Type I Class A Grade B primer specification.<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 15 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,327.00,"PAINTS > MIL-PRIMERS",,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:327.00,9:295.00,17:266.00",,,Color,,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,"Unit of Measure","2-GL KIT",1,1,UPC,,1,1,Barcode1,17084GEP-LVOCKTG,1,1,Barcode2,,1,1,"Vendor SKU",,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,No,1,1,Special packaging,Yes,1,1,Ship frozen,No,1,1,Family,,1,1,Lead time,15 business days,1,1,,,,
,simple,"HZ17292YDF-LVOC KIT","HZ17292YDF-LVOC KIT",1,0,visible,"MIL-PRF-22750 YELLOW  EPOXZEN FED 13538 KIT GL\n\n\n<strong><i>Meets the requirements of:</i></strong> MIL-PRF-22750G TY II CL H GR A","\n\n\n<strong><i>Meets the requirements of:</i></strong> MIL-PRF-22750G TY II CL H GR A",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,393.50,"HENZ PAINT",,,https://jdlindustries.com/wp-content/uploads/noimage.jpg,,,,,,,,,0,fixed,1,"1:393.50,5:365.50,10:337.50",,,Color,,1,1,Weight,23.00,1,1,Manufacturer,,1,1,"Unit of Measure",KIT,1,1,UPC,17292YDF-LOVC,1,1,Barcode1,,1,1,Barcode2,,1,1,"Vendor SKU",,1,1,Aviation,Yes,1,1,Marine,Yes,1,1,Industrial,Yes,1,1,Hazardous,No,1,1,Special packaging,No,1,1,Ship frozen,No,1,1,Family,,1,1,Lead time,Available from stock,1,1,,,,
